"wordlist-id","sequence-number","word-id"
"5681","10","1850"
"5681","11","1570"
"5681","12","6432"
"5681","13","8564"
"5681","14","8573"
"5681","15","7424"
"5681","16","4500"
"5681","17","21801"
"5681","18","5230"
"5681","19","4515"
"5681","20","4070"
"5682","1","1538"
"5682","2","1494"
"5682","3","1540"
"5682","4","1519"
"5682","5","1510"
"5682","6","1192"
"5683","1","3386"
"5683","2","4613"
"5683","3","9892"
"5683","4","8591"
"5683","5","8588"
"5683","6","9657"
"5683","7","7454"
"5683","8","7448"
"5684","1","7469"
"5684","2","1039"
"5684","3","1245"
"5684","4","4267"
"5684","5","5048"
"5684","6","8042"
"5684","7","7650"
"5685","1","7469"
"5685","2","1039"
"5685","3","1245"
"5685","4","4267"
"5685","5","5048"
"5685","6","8042"
"5685","7","7650"
"5685","8","8033"
"5686","1","3135"
"5686","2","3215"
"5686","3","262"
"5686","4","7609"
"5686","5","1429"
"5686","6","7114"
"5686","7","4712"
"5686","8","4420"
"5686","9","1962"
"5686","10","854"
"5686","11","1260"
"5686","12","389"
"5686","13","1261"
"5686","14","7614"
"5686","15","670"
"5686","16","7615"
"5686","17","4243"
"5686","18","4053"
"5686","19","7620"
"5686","20","6514"
"5686","21","1120"
"5686","22","4944"
"5686","23","5039"
"5686","24","7625"
"325","0","10117"
"5687","99","2977"
"5687","98","1817"
"5687","97","4690"
"5687","96","20597"
"5687","95","466"
"5687","94","4747"
"5687","93","17188"
"5687","92","3883"
"5687","91","7362"
"5687","90","7753"
"5687","89","1028"
"5687","88","9077"
"5687","87","5659"
"5687","86","421"
"5687","85","621"
"5687","84","20562"
"5687","83","9971"
"5687","82","5875"
"5687","81","3144"
"5687","80","3559"
"5687","79","23590"
"5687","78","388"
"5687","77","23069"
"5687","76","20102"
"5687","75","1240"
"5687","74","542"
"5687","73","6021"
"5687","72","2962"
"5687","71","6368"
"5687","70","7395"
"5687","69","6024"
"5687","68","6182"
"5687","67","7755"
"5687","66","23586"
"5687","65","11099"
"5687","64","23585"
"5687","63","359"
"5687","62","23584"
"5687","61","7701"
"5687","60","7709"
"5687","59","624"
"5687","58","336"
"5687","57","20578"
"5687","56","10427"
"5687","55","333"
"5687","54","575"
"5687","53","17664"
"5687","52","2972"
"5687","51","20686"
"5687","50","11078"
"5687","49","548"
"5687","48","8599"
"5687","47","5623"
"5687","46","4689"
"5687","45","6012"
"5687","44","29"
"5687","43","2932"
"5687","42","4007"
"5687","41","4008"
"5687","40","9584"
"5687","39","1038"
"5687","38","7885"
"5687","37","8279"
"5687","36","5625"
"5687","35","8178"
"5687","34","6478"
"5687","33","9812"
"5687","32","588"
"5687","31","23580"
"5687","30","1093"
"5687","29","1307"
"5687","28","8225"
"5687","27","6162"
"5687","26","365"
"5687","25","7720"
"5687","24","20141"
"5687","23","1353"
"5687","22","521"
"5687","21","8322"
"5687","20","699"
"5687","19","325"
"5687","18","3104"
"5687","17","4684"
"5687","16","22108"
"5687","15","21910"
"5687","14","554"
"5687","13","6602"
"5687","12","23579"
"5687","11","8794"
"5687","10","6028"
"5687","9","4005"
"5687","8","1457"
"5687","7","8354"
"5687","6","4478"
"5687","5","6391"
"5687","4","1311"
"5687","3","4185"
"5687","2","6878"
"5687","1","3200"
"5687","0","8379"
"377","0","7443"
"5688","3","3383"
"5688","4","4698"
"5688","5","4699"
"5688","6","4702"
"5688","7","4703"
"5688","8","4706"
"5688","9","4707"
"5688","10","4708"
"5688","11","992"
"5688","12","4709"
"5688","13","4713"
"5688","14","3077"
"5688","15","210"
"5688","16","4718"
"5688","17","4514"
"5688","18","4692"
"5688","19","4694"
"5688","20","4695"
"5689","1","5417"
"5689","2","10120"
"5689","3","888"
"5689","4","4965"
"5689","5","10121"
"5689","6","53"
"5689","7","3806"
"5689","8","9848"
"5689","9","4482"
"5689","10","3002"
"5689","11","419"
"5689","12","8255"
"5689","13","10028"
"5689","14","6916"
"5689","15","3751"
"5689","16","6888"
"71","0","358"
"5690","2","1005"
"5690","3","3076"
"5690","4","9291"
"5690","5","5465"
"5690","6","7417"
"5690","7","2930"
"5690","8","2709"
"5690","9","5013"
"5690","10","7446"
"5690","11","4928"
"5690","12","2693"
"5690","13","4016"
"5690","14","3204"
"5690","15","956"
"5691","1","7450"
"5691","2","3634"
"5691","3","6903"
"5691","4","5681"
"5691","5","7243"
"5691","6","7417"
"5691","7","6216"
"5691","8","2660"
"5691","9","9265"
"1713","8","2712"
"1713","7","900"
"1713","6","4961"
"1713","5","9500"
"1713","4","445"
"1713","3","4702"
"1713","2","8359"
"1713","1","7796"
"1713","0","9972"
"5692","2","6878"
"5692","3","4185"
"5692","4","1311"
"5692","5","6391"
"5692","6","4478"
"5692","7","8354"
"5692","8","1457"
"5692","9","4005"
"5692","10","6028"
"5692","11","8794"
"5692","12","23579"
"5692","13","6602"
"5692","14","554"
"5692","15","21910"
"5692","16","22108"
"5692","17","4684"
"5692","18","3104"
"5692","19","325"
"5692","20","699"
"5692","21","8322"
"5692","22","521"
"5692","23","1353"
"5692","24","20141"
"5692","25","7720"
"5692","26","365"
"5692","27","6162"
"5692","28","8225"
"5692","29","1307"
"5692","30","1093"
"5692","31","23580"
"5692","32","588"
"5692","33","9812"
"5692","34","6478"
"5692","35","8178"
"5692","36","5625"
"5692","37","8279"
"5692","38","7885"
"5692","39","1038"
"5692","40","9584"
"5692","41","4008"
"5692","42","4007"
"5692","43","2932"
"5692","44","29"
"5692","45","6012"
"5692","46","4689"
"5692","47","5623"
"5692","48","8599"
"5692","49","548"
"5693","0","11078"
"5693","1","20686"
"5693","2","2972"
"5693","3","17664"
"5693","4","575"
"5693","5","333"
"5693","6","10427"
"5693","7","20578"
"5693","8","336"
"5693","9","624"
"5693","10","7709"
"5693","11","7701"
"5693","12","23584"
"5693","13","359"
"5693","14","23585"
"5693","15","11099"
"5693","16","23586"
"5693","17","7755"
"5693","18","6182"
"5693","19","6024"
"5693","20","7395"
"5693","21","6368"
"5693","22","2962"
"5693","23","6021"
"5693","24","542"
"5693","25","1240"
"5693","26","20102"
"5693","27","23069"
"5693","28","388"
"5693","29","23590"
"5693","30","3559"
"5693","31","3144"
"5693","32","5875"
"5693","33","9971"
"5693","34","20562"
"5693","35","621"
"5693","36","421"
"5693","37","5659"
"5693","38","9077"
"5693","39","1028"
"5693","40","7753"
"5693","41","7362"
"5693","42","3883"
"5693","43","17188"
"5693","44","4747"
"5693","45","466"
"5693","46","20597"
"5693","47","4690"
"5693","48","1817"
"5693","49","2977"
"5694","1","2924"
"5694","2","2709"
"5694","3","9662"
"5694","4","2693"
"5694","5","5274"
"5694","6","4571"
"5694","7","22221"
"5695","1","5417"
"5695","2","10120"
"5695","3","4965"
"5695","4","4037"
"5695","5","10121"
"5695","6","9594"
"5695","7","10122"
"5695","8","53"
"5695","9","3806"
"5695","10","9848"
"5695","11","4482"
"5695","12","2700"
"5695","13","419"
"5695","14","8255"
"5695","15","10028"
"5695","16","4451"
"5695","17","9287"
"5695","18","8025"
"5695","19","5342"
"5695","20","3751"
"5695","21","8544"
"5695","22","9509"
"5695","23","6888"
"5696","1","1880"
"5696","2","1885"
"5696","3","1528"
"5696","4","1473"
"5696","5","1565"
"5696","6","594"
"5696","7","957"
"5696","8","705"
"5696","9","1253"
"5696","10","1923"
"5696","11","1004"
"5696","12","1500"
"5696","13","1951"
"5697","1","1421"
"5697","2","4198"
"5697","3","2666"
"5697","4","354"
"5697","5","8159"
"5697","6","8062"
"5698","1","1575"
"5698","2","1610"
"5698","3","1588"
"5698","4","1511"
"5698","5","1598"
"5698","6","1505"
"5699","1","6474"
"5699","2","10585"
"5699","3","6917"
"5699","4","6857"
"5699","5","10398"
"5700","1","8818"
"5700","2","9850"
"5700","3","9308"
"5700","4","8371"
"5700","5","1063"
"5700","6","3093"
"5700","7","1929"
"5700","8","3076"
"5702","1","1038"
"5701","39","22119"
"5701","38","3689"
"5701","37","3443"
"5701","36","23609"
"5701","35","1182"
"5701","34","10252"
"5701","33","1412"
"5701","32","10583"
"5701","31","10586"
"5701","30","5720"
"5701","29","8413"
"5701","28","5013"
"5701","27","7181"
"5701","26","21748"
"5701","25","4134"
"5701","24","1673"
"5701","23","8928"
"5701","22","6474"
"5701","21","6783"
"5701","20","12371"
"5701","19","1230"
"5701","18","22511"
"5701","17","9846"
"5701","16","10595"
"5701","15","2655"
"5701","14","1564"
"5701","13","1563"
"5701","12","7378"
"5701","11","22444"
"5701","10","5244"
"5701","9","23608"
"5701","8","6439"
"5701","7","5390"
"5701","6","23607"
"5701","5","5230"
"5701","4","20739"
"5701","3","23606"
"5701","2","8224"
"5701","1","21585"
"5701","0","10587"
"5702","2","5255"
"5702","3","487"
"5702","4","4553"
"5702","5","976"
"5702","6","1428"
"5702","7","575"
"5702","8","5594"
"5702","9","6851"
"5702","10","3145"
"5702","11","20662"
"5702","12","9307"
"5702","13","21612"
"5702","14","22048"
"5702","15","3201"
"5702","16","9683"
"5702","17","9895"
"5702","18","5554"
"5702","19","3118"
"5702","20","4426"
"5702","21","9710"
"5702","22","3660"
"5702","23","4616"
"5702","24","7224"
"5703","2","4233"
"5703","1","37104"
"5704","1","2924"
"5704","2","2709"
"5704","3","9662"
"5704","4","2693"
"5704","5","5274"
"5704","6","4571"
"5704","7","22221"
"5704","8","3529"
"5704","9","3535"
"5704","10","9410"
"5705","1","8496"
"5705","2","559"
"5705","3","9072"
"5705","4","9073"
"5705","5","941"
"5705","6","4031"
"5705","7","4056"
"5705","8","2806"
"5705","9","3221"
"5705","10","53"
"5705","11","3384"
"5705","12","9074"
"5705","13","1575"
"5705","14","7377"
"5705","15","9075"
"5705","16","4281"
"5705","17","282"
"5705","18","9076"
"5705","19","9077"
"5705","20","1321"
"5705","21","9080"
"5705","22","2992"
"5705","23","350"
"5705","24","9081"
"5705","25","521"
"5705","26","9082"
"5705","27","9083"
"5705","28","7396"
"5705","29","8579"
"5705","30","813"
"5706","1","6305"
"5706","2","3076"
"5706","3","11222"
"5706","4","8827"
"5706","5","6514"
"5706","6","23518"
"5706","7","1077"
"5706","8","24"
"5706","9","9040"
"5706","10","7361"
"5706","11","6948"
"5706","12","9439"
"5706","13","156"
"5706","14","3437"
"5706","15","7049"
"5706","16","11333"
"5706","17","9332"
"5706","18","9405"
"5706","19","6814"
"5706","20","7339"
"5706","21","7437"
"5706","22","3199"
"5706","23","4631"
"5707","1","1589"
"5707","2","895"
"5707","3","492"
"5707","4","1590"
"5707","5","1563"
"5707","6","1476"
"5709","3","5230"
"5709","2","23606"
"5709","1","10587"
"5708","44","7713"
"5708","43","8413"
"5708","42","1182"
"5708","41","1055"
"5708","40","8575"
"5708","39","588"
"5708","38","10161"
"5708","37","8949"
"5708","36","7386"
"5708","35","7205"
"5708","34","20286"
"5708","33","2968"
"5708","32","2672"
"5708","31","5443"
"5708","30","799"
"5708","29","6917"
"5708","28","490"
"5708","27","9669"
"5708","26","3223"
"5708","25","9268"
"5708","24","1944"
"5708","23","767"
"5708","22","4127"
"5708","21","8592"
"5708","20","1199"
"5708","19","281"
"5708","18","961"
"5708","17","21308"
"5708","16","10772"
"5708","15","1761"
"5708","14","1971"
"5708","13","16"
"5708","12","5050"
"5708","11","6959"
"5708","10","345"
"5708","9","22156"
"5708","8","3064"
"5708","7","11315"
"5708","6","5497"
"5708","5","2936"
"5708","4","6452"
"5708","3","9625"
"5708","2","9633"
"5708","1","5259"
"5708","0","669"
"5709","4","6439"
"5709","5","5244"
"5709","6","22444"
"5709","7","1563"
"5709","8","1564"
"5709","9","2655"
"5709","10","10595"
"5709","11","22511"
"5709","12","1230"
"5709","13","8928"
"5709","14","1673"
"5709","15","4134"
"5709","16","7181"
"5709","17","5013"
"5709","18","8413"
"5709","19","5720"
"5709","20","10586"
"5709","21","10583"
"5709","22","1412"
"5709","23","3443"
"5709","24","22119"
"5710","1","4775"
"5710","2","9672"
"5710","3","4233"
"5711","1","10482"
"5711","2","4775"
"5711","3","9672"
"5711","4","4233"
"5712","1","5207"
"5712","2","10482"
"5712","3","4775"
"5712","4","9672"
"5712","5","4233"
"5713","1","8896"
"5713","2","4755"
"5713","3","5764"
"5713","4","6803"
"5713","5","9282"
"5713","6","5856"
"5713","7","4236"
"5713","8","3951"
"5713","9","53"
"5713","10","328"
"5713","11","4507"
"5713","12","4744"
"5713","13","3109"
"5713","14","4241"
"5713","15","9286"
"5713","16","6057"
"5713","17","7097"
"5713","18","2720"
"5713","19","9284"
"5713","20","9285"
"5713","21","6629"
"5713","22","2712"
"5713","23","4635"
"5713","24","6412"
"5714","1","6800"
"5714","2","6896"
"5714","3","4591"
"5714","4","7438"
"5714","5","6803"
"5714","6","8728"
"5714","7","4507"
"5714","8","8609"
"5714","9","9286"
"5714","10","8746"
"5714","11","2712"
"5714","12","4635"
"5714","13","9289"
"5714","14","7097"
"5714","15","8896"
"5714","16","9282"
"5714","17","842"
"5714","18","759"
"5715","1","802"
"5715","2","8021"
"5715","3","10581"
"5715","4","3498"
"5715","5","3501"
"5716","1","11092"
"5716","2","1299"
"5716","3","22"
"5716","4","475"
"5716","5","7377"
"5716","6","4011"
"5716","7","2718"
"5716","8","6909"
"5716","9","9072"
"5716","10","1355"
"5716","11","4958"
"5716","12","3167"
"5716","13","4586"
"5716","14","20460"
"5716","15","156"
"5716","16","8812"
"5716","17","9965"
"5716","18","4030"
"5716","19","4055"
"5716","20","1035"
"5716","21","10209"
"5716","22","4491"
"5716","23","4192"
"5716","24","8417"
"5716","25","20641"
"5716","26","325"
"5716","27","637"
"5716","28","921"
"5716","29","4501"
"5716","30","575"
"5717","1","1880"
"5717","2","1885"
"5717","3","1528"
"5717","4","1473"
"5717","5","1565"
"5717","6","1619"
"5717","7","1891"
"5717","8","594"
"5717","9","1892"
"5717","10","957"
"5717","11","1901"
"5717","12","8414"
"5717","13","705"
"5717","14","1253"
"5717","15","1911"
"5717","16","1370"
"5717","17","1417"
"5717","18","1923"
"5717","19","1591"
"5717","20","1558"
"5717","21","1929"
"5717","22","1930"
"5717","23","1564"
"5717","24","1004"
"5717","25","1967"
"5717","26","1598"
"5717","27","1409"
"5717","28","1941"
"5717","29","1478"
"5717","30","1943"
"5717","31","1500"
"5717","32","1948"
"5717","33","1951"
"5717","34","1888"
"5717","35","1893"
"5717","36","1897"
"5718","1","2688"
"5718","2","2689"
"5718","3","2719"
"5718","4","2693"
"5718","5","2695"
"5718","6","2696"
"5718","7","2697"
"5718","8","2705"
"5719","1","8111"
"5719","2","6572"
"5719","3","9308"
"5719","4","1244"
"5719","5","1175"
"5719","6","9253"
"5719","7","8535"
"5719","8","3091"
"5720","1","5033"
"5720","2","690"
"5720","3","7609"
"5720","4","45"
"5720","5","1310"
"5720","6","11092"
"5720","7","1308"
"5720","8","4011"
"5720","9","331"
"5720","10","6018"
"5720","11","1154"
"5720","12","1335"
"5720","13","8487"
"5720","14","4264"
"5720","15","11101"
"5720","16","7704"
"5720","17","3900"
"5720","18","612"
"5720","19","921"
"5720","20","1974"
"5720","21","3150"
"5720","22","11104"
"5720","23","3885"
"5720","24","617"
"5720","25","6137"
"5720","26","1649"
"5720","27","46"
"5720","28","6025"
"5720","29","698"
"5720","30","5035"
"5720","31","3560"
"5720","32","4535"
"5720","33","8227"
"5720","34","394"
"5720","35","333"
"5720","36","539"
"5721","1","5033"
"5721","2","5207"
"5721","3","10482"
"5721","4","4775"
"5721","5","9672"
"5721","6","4233"
"5722","1","1272"
"5722","2","1498"
"5722","3","4391"
"5722","4","9433"
"5722","5","3751"
"5722","6","4906"
"5722","7","9679"
"5722","8","8534"
"5722","9","4639"
"5722","10","6596"
"5722","11","4656"
"5722","12","6073"
"5723","1","1235"
"5723","2","4594"
"5723","3","4685"
"5723","4","4686"
"5723","5","4403"
"5723","6","4688"
"5723","7","3905"
"5723","8","4689"
"5723","9","4690"
"5723","10","4691"
"5723","11","1116"
"5723","12","4619"
"5723","13","4514"
"5723","14","4692"
"5723","15","4694"
"5723","16","4695"
"5723","17","4697"
"5723","18","3383"
"5723","19","4698"
"5723","20","4699"
"5724","1","7887"
"5724","2","2700"
"5724","3","419"
"5724","4","8255"
"5724","5","10028"
"5724","6","6916"
"5724","7","4451"
"5724","8","8049"
"5724","9","9287"
"5724","10","5342"
"5724","11","8544"
"5724","12","5741"
"5724","13","6606"
"5724","14","65"
"5724","15","1925"
"5724","16","3002"
"5725","1","4463"
"5725","2","5018"
"5725","3","4489"
"5725","4","3980"
"5725","5","8535"
"5725","6","1760"
"5725","7","8292"
"5725","8","3220"
"5725","9","412"
"5725","10","10147"
"5726","0","5228"
"5726","1","7191"
"5726","2","705"
"5726","3","3441"
"5726","4","5224"
"5727","1","9852"
"5727","2","2672"
"5727","3","9876"
"5727","4","8745"
"5727","5","6783"
"5727","6","3221"
"5727","7","3217"
"5727","8","7447"
"5727","9","9079"
"5727","10","9931"
"5727","11","1680"
"5727","12","9266"
"5728","1","9852"
"5728","2","18488"
"5728","3","2672"
"5728","4","9876"
"5728","5","2693"
"5728","6","6783"
"5728","7","5550"
"5728","8","3221"
"5728","9","1370"
"5728","10","3217"
"5728","11","7447"
"5728","12","9079"
"5728","13","7960"
"5728","14","9931"
"5728","15","1680"
"5728","16","9266"
"86","0","5741"
"1461","30","8609"
"1461","29","6183"
"1461","28","5316"
"1461","27","10816"
"1461","26","4970"
"1461","25","21521"
"1461","24","20539"
"1461","23","511"
"1461","22","9574"
"1461","21","5390"
"1461","20","8288"
"1461","19","11293"
"1461","18","3157"
"1461","17","4636"
"1461","16","10342"
"1461","15","875"
"1461","14","2715"
"1461","13","10013"
"1461","12","10252"
"1461","11","947"
"1461","10","9257"
"1461","9","9979"
"1461","8","7620"
"1461","7","8438"
"1461","6","1191"
"1461","5","8488"
"1461","4","21376"
"1461","3","284"
"1461","2","801"
"1461","1","8320"
"1461","0","1190"
"1461","35","6449"
"5729","0","1190"
"5729","1","8320"
"5729","2","801"
"5729","3","284"
"5729","4","21376"
"5729","5","8488"
"5729","6","1191"
"5729","7","8438"
"5729","8","7620"
"5729","9","9979"
"5729","10","9257"
"5729","11","947"
"5729","12","10252"
"5729","13","10013"
"5729","14","2715"
"5729","15","875"
"5729","16","10342"
"5729","17","4636"
"5729","18","3157"
"5729","19","11293"
"5729","20","8288"
"5729","21","5390"
"5729","22","9574"
"5729","23","511"
"5729","24","20539"
"5729","25","21521"
"5729","26","4970"
"5729","27","10816"
"5729","28","5316"
"5729","29","6183"
"5729","30","8609"
"5729","31","7823"
"5729","32","3226"
"5729","33","7858"
"5729","34","10021"
"5729","35","6449"
"25","0","2912"
"572","0","358"
"574","0","4719"
"5730","33","14989"
"5730","32","23652"
"5730","31","23635"
"5730","30","8651"
"5730","29","1461"
"5730","28","3735"
"5730","27","2196"
"5730","26","23634"
"5730","25","23633"
"5730","24","23632"
"5730","23","23631"
"5730","22","23630"
"5730","21","23629"
"5730","20","23628"
"5730","19","23627"
"5730","18","10120"
"5730","17","23626"
"5730","16","23625"
"5730","15","23624"
"5730","14","23623"
"5730","13","23622"
"5730","12","23621"
"5730","11","23620"
"5730","10","7597"
"5730","9","23619"
"5730","8","3360"
"5730","7","20471"
"5730","6","23618"
"5730","5","23617"
"5730","4","832"
"5730","3","1506"
"5730","2","1604"
"5730","1","23616"
"1160","0","6403"
"59","0","4235"
"833","23","9998"
"98","0","6893"
"85","0","4265"
"5731","48","65"
"5731","47","9899"
"5731","46","2353"
"5731","45","22120"
"5731","44","23651"
"5731","43","23650"
"5731","42","8224"
"5731","41","23649"
"5731","40","3855"
"5731","39","986"
"5731","38","21392"
"5731","37","6705"
"5731","36","23648"
"5731","35","23647"
"5731","34","23646"
"5731","33","23645"
"5731","32","217"
"5731","31","3092"
"5731","30","23644"
"5731","29","6267"
"5731","28","23643"
"5731","27","8738"
"5731","26","1217"
"5731","25","7934"
"5731","24","19196"
"5731","23","23642"
"5731","22","15706"
"5731","21","7175"
"5731","20","9543"
"5731","19","6522"
"5731","18","7183"
"5731","17","10603"
"5731","16","20813"
"5731","15","2730"
"5731","14","1565"
"5731","13","10625"
"5731","12","8272"
"5731","11","3485"
"5731","10","947"
"5731","9","8720"
"5731","8","8748"
"5731","7","5882"
"5731","6","9167"
"5731","5","23639"
"5731","4","10223"
"5731","3","23638"
"5731","2","18420"
"5731","1","4108"
"5731","0","19362"
"5732","2","331"
"5732","3","8487"
"5732","4","11107"
"5732","5","3216"
"5732","6","10885"
"5732","7","333"
"5732","8","418"
"5732","9","422"
"5732","10","426"
"5732","11","2974"
"5732","12","433"
"5732","13","437"
"5732","14","444"
"5732","15","452"
"5732","16","473"
"5732","17","482"
"5732","18","487"
"5732","19","491"
"5732","20","498"
"5732","21","403"
"5732","22","407"
"5732","23","463"
"5732","24","503"
"5732","25","490"
"536","0","3558"
"180","0","1077"
"5730","0","4267"
"5733","3","1619"
"5733","4","957"
"5733","5","1897"
"5733","6","705"
"5733","7","1253"
"5733","8","1417"
"5733","9","768"
"5733","10","1923"
"5734","1","1945"
"5734","2","1501"
"5734","3","1947"
"5734","4","1582"
"5734","5","1948"
"5734","6","1480"
"5734","7","1949"
"5734","8","1482"
"5734","9","1951"
"5734","10","1621"
"5735","1","711"
"5735","2","4744"
"5735","3","4422"
"5735","4","1071"
"5735","5","4932"
"5735","6","4258"
"5735","7","377"
"5735","8","7584"
"5735","9","5598"
"5735","10","1281"
"5735","11","3521"
"5735","12","3683"
"5735","13","8159"
"5735","14","1147"
"5735","15","5859"
"5735","16","813"
"5735","17","1152"
"5735","18","53"
"5735","19","9678"
"5735","20","3453"
"5735","21","2957"
"5735","22","4615"
"5735","23","13"
"5735","24","942"
"5735","25","328"
"5735","26","9701"
"5736","1","4951"
"5736","2","3167"
"5736","3","4181"
"5736","4","641"
"5736","5","576"
"5736","6","3150"
"5736","7","740"
"5736","8","624"
"5736","9","8313"
"5736","10","2926"
"5736","11","4085"
"5736","12","8839"
"5736","13","4398"
"5736","14","3086"
"5736","15","39"
"5736","16","8840"
"5736","17","8841"
"5736","18","4655"
"5736","19","8842"
"5736","20","3502"
"5736","21","7674"
"5736","22","1330"
"5736","23","4056"
"5736","24","354"
"5736","25","5858"
"5736","26","8159"
"5736","27","8062"
"5736","28","5253"
"5736","29","8225"
"5736","30","5698"
"5737","1","39"
"5737","2","3081"
"5737","3","10358"
"5737","4","4004"
"5737","5","3100"
"5737","6","1742"
"5737","7","7544"
"5737","8","3481"
"5737","9","20815"
"5737","10","11098"
"5737","11","4213"
"5737","12","4689"
"5737","13","14351"
"5737","14","1011"
"5737","15","6915"
"5737","16","1929"
"5737","17","4561"
"5737","18","506"
"5737","19","1201"
"5737","20","5851"
"5737","21","5244"
"5737","22","8234"
"5737","23","4958"
"5737","24","3257"
"170","2","7261"
"170","1","9305"
"170","0","6694"
"5738","3","1479"
"5738","4","1496"
"5738","5","1480"
"5738","6","1481"
"5740","1","700"
"5739","4","8928"
"5739","3","11076"
"5739","2","8413"
"5739","1","20906"
"5739","0","22119"
"5740","2","23461"
"5740","3","7357"
"5740","4","5242"
"5740","5","7071"
"5740","6","7213"
"5740","7","224"
"5740","8","7429"
"5740","9","1182"
"3680","11","8313"
"3680","10","2935"
"3680","9","624"
"3680","8","740"
"3680","7","8836"
"3680","6","3150"
"3680","5","576"
"3680","4","641"
"3680","3","4181"
"3680","2","8225"
"3680","1","3167"
"3680","0","4951"
"3680","49","487"
"5741","1","8896"
"5741","2","6803"
"5741","3","9282"
"5741","4","4236"
"5741","5","53"
"5741","6","4507"
"5741","7","3109"
"5741","8","4241"
"5741","9","7097"
"5741","10","2720"
"5741","11","9285"
"5741","12","2712"
"5741","13","4635"
"5741","14","5764"
"5741","15","5856"
"5742","1","3167"
"5742","2","8225"
"5742","3","4181"
"5742","4","641"
"5742","5","576"
"5742","6","3150"
"5742","7","8313"
"5742","8","2926"
"5742","9","8839"
"5742","10","4398"
"5742","11","3086"
"5742","12","8415"
"5742","13","5756"
"5742","14","1568"
"5742","15","8840"
"5742","16","4655"
"5742","17","3502"
"5742","18","7674"
"5742","19","4056"
"5742","20","5698"
"5742","21","4746"
"5742","22","354"
"5742","23","5858"
"5742","24","8159"
"5742","25","8062"
"5742","26","5253"
"5742","27","4105"
"5742","28","6971"
"5742","29","8545"
"5742","30","6485"
"5742","31","596"
"5742","32","3905"
"5742","33","8223"
"5742","34","23655"
"5742","35","7713"
"5742","36","8716"
"5742","37","2712"
"5742","38","8256"
"5742","39","21542"
"5742","40","487"
"5743","1","8196"
"5743","2","8312"
"5743","3","9713"
"5743","4","9714"
"5743","5","9715"
"5743","6","3254"
"5743","7","1821"
"5743","8","9716"
"5744","1","8196"
"5744","2","8312"
"5744","3","3254"
"5744","4","1821"
"5744","5","9716"
"5746","5","8038"
"5746","4","7417"
"5746","3","7444"
"5746","2","6903"
"5746","1","1005"
"5745","53","1113"
"5745","52","9642"
"5745","51","3900"
"5745","50","21974"
"5745","49","6513"
"5745","48","21707"
"5745","47","2932"
"5745","46","7727"
"5745","45","7731"
"5745","44","8168"
"5745","43","4085"
"5745","42","596"
"5745","41","6622"
"5745","40","8544"
"5745","39","6909"
"5745","38","4060"
"5745","37","5342"
"5745","36","6605"
"5745","35","13382"
"5745","34","8545"
"5745","33","8723"
"5745","32","8703"
"5745","31","9241"
"5745","30","2938"
"5745","29","1910"
"5745","28","5814"
"5745","27","4244"
"5745","26","5821"
"5745","25","7711"
"5745","24","6598"
"5745","23","490"
"5745","22","3504"
"5745","21","8071"
"5745","20","5001"
"5745","19","5423"
"5745","18","4396"
"5745","17","990"
"5745","16","20438"
"5745","15","9309"
"5745","14","527"
"5745","13","4508"
"5745","12","10765"
"5745","11","8568"
"5745","10","11943"
"5745","9","6188"
"5745","8","8731"
"5745","7","9009"
"5745","6","8434"
"5745","5","2476"
"5745","4","6723"
"5745","3","2718"
"5745","2","9008"
"5745","1","6859"
"5745","0","8275"
"5746","6","6216"
"5747","1","7450"
"5747","2","3634"
"5747","3","5681"
"5747","4","8038"
"5747","5","6216"
"5747","6","2660"
"5748","0","39"
"5748","1","2720"
"5748","2","1814"
"5748","3","1369"
"5748","4","5814"
"5748","5","4421"
"5748","6","3532"
"5748","7","8718"
"5748","8","1249"
"5748","9","4459"
"5748","10","8719"
"5748","11","4575"
"5748","12","8720"
"5748","13","4697"
"5748","14","3806"
"5748","15","7540"
"5748","16","7179"
"5748","17","4412"
"5748","18","6053"
"5748","19","3384"
"5748","20","7323"
"5748","21","3453"
"5748","22","8025"
"5748","23","2966"
"5748","24","3268"
"5748","25","6386"
"5748","26","1046"
"5748","27","8721"
"5748","28","4450"
"5748","29","4680"
"5748","30","8279"
"5748","31","8722"
"5748","32","3535"
"5748","33","8071"
"5748","34","1123"
"5748","35","4849"
"5748","36","293"
"5748","37","8723"
"5748","38","4462"
"5748","39","8724"
"5748","40","8113"
"5748","41","4636"
"5748","42","8725"
"5748","43","3025"
"5748","44","1366"
"5748","45","3148"
"5748","46","8726"
"5748","47","8727"
"5748","48","3499"
"5748","49","8458"
"5748","50","2939"
"5748","51","9337"
"5748","52","4396"
"5748","53","659"
"5748","54","1036"
"5748","55","9338"
"5748","56","2936"
"5748","57","9339"
"5748","58","9340"
"5748","59","7609"
"5748","60","307"
"5748","61","2955"
"5748","62","8723"
"5748","63","9341"
"5748","64","8470"
"5748","65","8541"
"5748","66","6879"
"5748","67","3028"
"5748","68","9342"
"5748","69","9343"
"5748","70","9344"
"5748","71","6672"
"5748","72","1008"
"5748","73","4103"
"5748","74","9345"
"5748","75","9346"
"5748","76","9347"
"5748","77","9348"
"5748","78","2712"
"5748","79","3905"
"5748","80","9349"
"5748","81","6137"
"5748","82","5005"
"5748","83","7721"
"5748","84","4719"
"5748","85","647"
"5749","1","368"
"5749","2","764"
"5749","3","7816"
